,iso_code,gdp_per_capita,population,total_cases,new_cases,new_deaths,icu_patients,hosp_patients,new_tests,new_vaccinations,stringency_index,cases_per_capita
12575,CAN,44017.59099999999,37742157.0,854190.0,3453.0,45.0,565.0,2273.0,94745.0,61733.0,75.46,44.184732904857235
12576,CAN,44017.59099999999,37742157.0,857403.0,3213.0,41.0,574.0,2360.0,69679.0,48362.0,75.46,44.019156685945816
12577,CAN,44017.59099999999,37742157.0,860348.0,2945.0,49.0,588.0,2255.0,69040.0,46090.0,75.46,43.86847763928085
12578,CAN,44017.59099999999,37742157.0,863495.0,3147.0,58.0,574.0,2193.0,115846.0,58893.0,75.46,43.70859935494705
12579,CAN,44017.59099999999,37742157.0,866667.0,3172.0,47.0,572.0,2163.0,127724.0,67251.0,75.46,43.548625942836175
12580,CAN,44017.59099999999,37742157.0,869347.0,2680.0,46.0,553.0,2126.0,122987.0,61729.0,75.46,43.4143753875035
12581,CAN,44017.59099999999,37742157.0,871694.0,2347.0,29.0,568.0,2069.0,115600.0,46624.0,75.46,43.29748397946986
12582,CAN,44017.59099999999,37742157.0,875388.0,3694.0,24.0,571.0,2114.0,101453.0,59141.0,75.46,43.114775391026605
12583,CAN,44017.59099999999,37742157.0,878051.0,2663.0,29.0,578.0,2166.0,75664.0,72038.0,75.46,42.9840145959631
12584,CAN,44017.59099999999,37742157.0,880835.0,2784.0,62.0,559.0,2138.0,77132.0,73462.0,75.46,42.8481577139873
12585,CAN,44017.59099999999,37742157.0,883815.0,2980.0,47.0,559.0,2111.0,115024.0,77717.0,75.46,42.7036845946267
12586,CAN,44017.59099999999,37742157.0,886782.0,2967.0,31.0,550.0,2080.0,125823.0,85757.0,75.46,42.56080637631346
12587,CAN,44017.59099999999,37742157.0,889551.0,2769.0,29.0,545.0,2031.0,128050.0,74448.0,75.46,42.428322828033465
12588,CAN,44017.59099999999,37742157.0,892199.0,2648.0,22.0,537.0,2003.0,112179.0,57567.0,75.46,42.30239778345414
12589,CAN,44017.59099999999,37742157.0,896247.0,4048.0,37.0,541.0,2022.0,96777.0,86679.0,75.46,42.11133426388038
12590,CAN,44017.59099999999,37742157.0,899175.0,2928.0,31.0,558.0,2086.0,76047.0,69385.0,75.46,41.974206355826176
12591,CAN,44017.59099999999,37742157.0,902234.0,3059.0,28.0,550.0,2066.0,76514.0,78036.0,75.46,41.831893943256404
12592,CAN,44017.59099999999,37742157.0,905339.0,3105.0,37.0,549.0,2046.0,113863.0,98028.0,75.46,41.6884249988126
17758,CZE,32605.906000000003,10708982.0,674340.0,3741.0,108.0,784.0,5702.0,73568.0,2300.0,69.44,15.880686300679182
17759,CZE,32605.906000000003,10708982.0,685202.0,10862.0,150.0,848.0,5952.0,67214.0,3458.0,69.44,15.628941538407652
17760,CZE,32605.906000000003,10708982.0,701622.0,16420.0,127.0,863.0,6118.0,66979.0,3479.0,69.44,15.263178748670937
17761,CZE,32605.906000000003,10708982.0,718661.0,17039.0,151.0,878.0,6136.0,47090.0,1317.0,69.44,14.901298386861122
17762,CZE,32605.906000000003,10708982.0,732022.0,13361.0,131.0,891.0,5643.0,11612.0,264.0,69.44,14.629317151670305
17763,CZE,32605.906000000003,10708982.0,735469.0,3447.0,116.0,896.0,5948.0,28926.0,1258.0,69.44,14.560752390651407
17764,CZE,32605.906000000003,10708982.0,740481.0,5012.0,133.0,933.0,6262.0,29232.0,919.0,69.44,14.462196869332232
17765,CZE,32605.906000000003,10708982.0,746714.0,6233.0,110.0,995.0,7201.0,90171.0,3581.0,69.44,14.341477459911024
17766,CZE,32605.906000000003,10708982.0,759635.0,12921.0,187.0,1043.0,7381.0,78822.0,4522.0,69.44,14.097536316783719
17767,CZE,32605.906000000003,10708982.0,776967.0,17332.0,179.0,1081.0,7371.0,68739.0,5830.0,69.44,13.783058997357674
17768,CZE,32605.906000000003,10708982.0,794740.0,17773.0,185.0,1122.0,7510.0,67154.0,7974.0,69.44,13.474824470896142
17769,CZE,32605.906000000003,10708982.0,809601.0,14861.0,179.0,1123.0,7305.0,69460.0,9971.0,69.44,13.227481191352284
17770,CZE,32605.906000000003,10708982.0,822716.0,13115.0,178.0,1090.0,6728.0,35380.0,2013.0,69.44,13.016620559220922
17771,CZE,32605.906000000003,10708982.0,831165.0,8449.0,137.0,1116.0,6838.0,24797.0,1726.0,69.44,12.884303357335789
17772,CZE,32605.906000000003,10708982.0,835454.0,4289.0,157.0,1165.0,7378.0,83779.0,9804.0,69.44,12.818158749613982
17773,CZE,32605.906000000003,10708982.0,844799.0,9345.0,213.0,1151.0,7432.0,66461.0,13411.0,69.44,12.676366804411463
17774,CZE,32605.906000000003,10708982.0,855600.0,10801.0,171.0,1139.0,7259.0,60362.0,13502.0,69.44,12.516341748480599
17775,CZE,32605.906000000003,10708982.0,866522.0,10922.0,200.0,1141.0,7182.0,56237.0,15201.0,69.44,12.358580624611955
17776,CZE,32605.906000000003,10708982.0,874605.0,8083.0,173.0,1142.0,7099.0,59938.0,13937.0,69.44,12.244364027189416
17777,CZE,32605.906000000003,10708982.0,883906.0,9301.0,186.0,1131.0,6475.0,27287.0,3377.0,69.44,12.115521333716481
17778,CZE,32605.906000000003,10708982.0,889159.0,5253.0,123.0,1116.0,6442.0,17570.0,3230.0,69.44,12.043944896244653
17779,CZE,32605.906000000003,10708982.0,891852.0,2693.0,111.0,1123.0,6929.0,71003.0,14257.0,69.44,12.007577490435633
17780,CZE,32605.906000000003,10708982.0,899503.0,7651.0,197.0,1097.0,6646.0,55395.0,15099.0,69.44,11.90544333926624
17781,CZE,32605.906000000003,10708982.0,909131.0,9628.0,174.0,1089.0,6476.0,51004.0,16145.0,69.44,11.779360730191799
17782,CZE,32605.906000000003,10708982.0,917359.0,8228.0,153.0,1064.0,6355.0,48354.0,17197.0,69.44,11.673708984159964
17783,CZE,32605.906000000003,10708982.0,924847.0,7488.0,157.0,1091.0,6332.0,58667.0,15742.0,69.44,11.57919309896664
17784,CZE,32605.906000000003,10708982.0,933361.0,8514.0,140.0,1068.0,5830.0,26483.0,4125.0,69.44,11.473569176342274
17785,CZE,32605.906000000003,10708982.0,937617.0,4256.0,99.0,1060.0,5871.0,17883.0,3101.0,69.44,11.421488731539638
17786,CZE,32605.906000000003,10708982.0,940004.0,2387.0,84.0,1037.0,6290.0,74282.0,12539.0,69.44,11.392485563891217
17787,CZE,32605.906000000003,10708982.0,946946.0,6942.0,165.0,1040.0,6254.0,57557.0,14435.0,69.44,11.308967987614922
17788,CZE,32605.906000000003,10708982.0,956155.0,9209.0,173.0,1005.0,6097.0,59075.0,13432.0,69.44,11.200048109354654
17789,CZE,32605.906000000003,10708982.0,964660.0,8505.0,153.0,1002.0,5990.0,53981.0,13107.0,69.44,11.101302013144528
17790,CZE,32605.906000000003,10708982.0,972642.0,7982.0,128.0,977.0,5933.0,62538.0,13950.0,69.44,11.010199024923867
17791,CZE,32605.906000000003,10708982.0,980714.0,8072.0,139.0,961.0,5492.0,30853.0,1797.0,72.22,10.919576961275153
17792,CZE,32605.906000000003,10708982.0,984774.0,4060.0,97.0,970.0,5539.0,22377.0,1837.0,72.22,10.874558020418899
17793,CZE,32605.906000000003,10708982.0,987329.0,2555.0,84.0,1022.0,6065.0,81604.0,11658.0,72.22,10.846416949162842
17794,CZE,32605.906000000003,10708982.0,994514.0,7185.0,153.0,1030.0,5955.0,63442.0,14245.0,72.22,10.768055552762455
17795,CZE,32605.906000000003,10708982.0,1003657.0,9143.0,138.0,1015.0,5926.0,64598.0,15319.0,72.22,10.66996194915195
17796,CZE,32605.906000000003,10708982.0,1013352.0,9695.0,143.0,1033.0,5953.0,61322.0,17755.0,72.22,10.567879670637646
17797,CZE,32605.906000000003,10708982.0,1021477.0,8125.0,150.0,1043.0,5934.0,67477.0,15967.0,72.22,10.483820976879558
17798,CZE,32605.906000000003,10708982.0,1030112.0,8635.0,153.0,1044.0,5603.0,31965.0,3149.0,72.22,10.395939470659501
17799,CZE,32605.906000000003,10708982.0,1034975.0,4863.0,106.0,1054.0,5743.0,24407.0,3304.0,72.22,10.34709244184642
17800,CZE,32605.906000000003,10708982.0,1037405.0,2430.0,98.0,1087.0,6161.0,80460.0,15304.0,72.22,10.32285558677662
17801,CZE,32605.906000000003,10708982.0,1045132.0,7727.0,164.0,1090.0,6093.0,67747.0,16841.0,72.22,10.246535365867661
17802,CZE,32605.906000000003,10708982.0,1055415.0,10283.0,145.0,1087.0,6013.0,64537.0,18559.0,72.22,10.146702481962071
17803,CZE,32605.906000000003,10708982.0,1064952.0,9537.0,130.0,1104.0,5987.0,63390.0,22115.0,72.22,10.055835380373951
17804,CZE,32605.906000000003,10708982.0,1073966.0,9014.0,130.0,1096.0,5922.0,70348.0,21190.0,69.44,9.971434849892827
17805,CZE,32605.906000000003,10708982.0,1082849.0,8883.0,156.0,1096.0,5613.0,35780.0,4519.0,69.44,9.88963558169237
17806,CZE,32605.906000000003,10708982.0,1088009.0,5160.0,85.0,1142.0,5827.0,28787.0,2348.0,69.44,9.842732918569608
17807,CZE,32605.906000000003,10708982.0,1090860.0,2851.0,107.0,1188.0,6311.0,91973.0,15551.0,69.44,9.817008598720276
17808,CZE,32605.906000000003,10708982.0,1099654.0,8794.0,180.0,1225.0,6347.0,78661.0,17325.0,69.44,9.73850138316234
17809,CZE,32605.906000000003,10708982.0,1112322.0,12668.0,166.0,1273.0,6432.0,75495.0,17677.0,69.44,9.627591650619156
17810,CZE,32605.906000000003,10708982.0,1123252.0,10930.0,143.0,1291.0,6530.0,78665.0,19987.0,69.44,9.533908686563656
17811,CZE,32605.906000000003,10708982.0,1134957.0,11705.0,174.0,1300.0,6545.0,86035.0,18650.0,69.44,9.43558390317871
17812,CZE,32605.906000000003,10708982.0,1146321.0,11364.0,184.0,1297.0,6144.0,39815.0,3026.0,69.44,9.342044680329506
17813,CZE,32605.906000000003,10708982.0,1153159.0,6838.0,117.0,1313.0,6359.0,34725.0,2005.0,69.44,9.286648241916335
17814,CZE,32605.906000000003,10708982.0,1157180.0,4021.0,116.0,1401.0,7065.0,107871.0,15859.0,69.44,9.254378748336473
17815,CZE,32605.906000000003,10708982.0,1168491.0,11311.0,207.0,1439.0,7101.0,96205.0,19457.0,69.44,9.164796305662602
17816,CZE,32605.906000000003,10708982.0,1184352.0,15861.0,145.0,1466.0,7198.0,96138.0,19582.0,69.44,9.042060130771933
17817,CZE,32605.906000000003,10708982.0,1198168.0,13816.0,153.0,1560.0,7416.0,95904.0,22986.0,69.44,8.937796702966528
17818,CZE,32605.906000000003,10708982.0,1212780.0,14612.0,164.0,1533.0,7520.0,101596.0,20886.0,69.44,8.830110984679827
17819,CZE,32605.906000000003,10708982.0,1227595.0,14815.0,195.0,1542.0,7229.0,50021.0,3421.0,69.44,8.723546446507195
17820,CZE,32605.906000000003,10708982.0,1235480.0,7885.0,145.0,1577.0,7500.0,39850.0,2854.0,69.44,8.667871596464533
17821,CZE,32605.906000000003,10708982.0,1240051.0,4571.0,130.0,1665.0,8323.0,120326.0,22267.0,69.44,8.635920619393879
17822,CZE,32605.906000000003,10708982.0,1252242.0,12191.0,232.0,1719.0,8515.0,111998.0,30000.0,69.44,8.551847007207872
17823,CZE,32605.906000000003,10708982.0,1269058.0,16816.0,240.0,1740.0,8445.0,110412.0,34058.0,69.44,8.438528420292847
17824,CZE,32605.906000000003,10708982.0,1284288.0,15230.0,187.0,1775.0,8444.0,118316.0,36481.0,69.44,8.33845835202073
17825,CZE,32605.906000000003,10708982.0,1299002.0,14714.0,197.0,1768.0,8494.0,123387.0,32745.0,69.44,8.244007322544538
17826,CZE,32605.906000000003,10708982.0,1312164.0,13162.0,233.0,1748.0,8073.0,54378.0,11883.0,69.44,8.161313677253759
17827,CZE,32605.906000000003,10708982.0,1321331.0,9167.0,159.0,1796.0,8314.0,44005.0,10810.0,69.44,8.104692919488
18530,DNK,46682.515,5792203.0,156434.0,2482.0,30.0,113.0,872.0,111778.0,1991.0,51.85,37.026496797371415
18531,DNK,46682.515,5792203.0,159074.0,2640.0,22.0,128.0,900.0,117541.0,8897.0,51.85,36.41200321862781
18532,DNK,46682.515,5792203.0,161862.0,2788.0,30.0,136.0,926.0,110771.0,11409.0,51.85,35.78482287380608
18533,DNK,46682.515,5792203.0,164116.0,2254.0,42.0,132.0,879.0,34224.0,6130.0,51.85,35.29334738843257
18534,DNK,46682.515,5792203.0,166567.0,2451.0,24.0,129.0,885.0,31891.0,2323.0,51.85,34.774012859690096
18535,DNK,46682.515,5792203.0,168182.0,1615.0,23.0,136.0,944.0,73168.0,8821.0,51.85,34.44008871341761
18536,DNK,46682.515,5792203.0,169358.0,1176.0,29.0,136.0,937.0,65172.0,5970.0,51.85,34.20094120147852
18537,DNK,46682.515,5792203.0,171436.0,2078.0,15.0,140.0,964.0,105827.0,2396.0,67.59,33.78638675657388
18538,DNK,46682.515,5792203.0,173433.0,1997.0,31.0,141.0,942.0,104865.0,13452.0,67.59,33.39735229166306
18539,DNK,46682.515,5792203.0,175663.0,2230.0,31.0,137.0,886.0,96483.0,19653.0,67.59,32.97338084855661
18540,DNK,46682.515,5792203.0,177507.0,1844.0,37.0,134.0,861.0,86086.0,17406.0,67.59,32.63084272732906
18541,DNK,46682.515,5792203.0,179170.0,1663.0,30.0,138.0,864.0,76124.0,8439.0,67.59,32.32797343305241
18542,DNK,46682.515,5792203.0,180915.0,1745.0,25.0,132.0,833.0,53383.0,1900.0,70.37,32.016156758698834
18543,DNK,46682.515,5792203.0,182161.0,1246.0,28.0,138.0,875.0,48661.0,813.0,70.37,31.79716294925917
18544,DNK,46682.515,5792203.0,183400.0,1239.0,27.0,138.0,920.0,81971.0,657.0,70.37,31.582350054525627
18545,DNK,46682.515,5792203.0,184476.0,1076.0,26.0,135.0,917.0,85807.0,463.0,70.37,31.398138511242657
18546,DNK,46682.515,5792203.0,185835.0,1359.0,37.0,137.0,859.0,78505.0,12708.0,70.37,31.16852584281755
18547,DNK,46682.515,5792203.0,185836.0,1.0,0.0,128.0,839.0,106519.0,17883.0,70.37,31.168358122215288
18548,DNK,46682.515,5792203.0,187998.0,2162.0,60.0,129.0,792.0,100317.0,15196.0,70.37,30.80991819061905
18549,DNK,46682.515,5792203.0,188878.0,880.0,27.0,137.0,779.0,77260.0,4609.0,70.37,30.666371943794406
18550,DNK,46682.515,5792203.0,189767.0,889.0,28.0,131.0,799.0,75153.0,3236.0,70.37,30.522709427877345
18551,DNK,46682.515,5792203.0,190574.0,807.0,30.0,132.0,817.0,110752.0,6009.0,70.37,30.393458708952952
18552,DNK,46682.515,5792203.0,191299.0,725.0,32.0,132.0,792.0,124466.0,4564.0,70.37,30.278271188035482
18553,DNK,46682.515,5792203.0,192187.0,888.0,35.0,132.0,771.0,116178.0,3388.0,70.37,30.138370441288952
18554,DNK,46682.515,5792203.0,192947.0,760.0,37.0,136.0,745.0,126391.0,3867.0,70.37,30.01965824811995
18555,DNK,46682.515,5792203.0,193720.0,773.0,32.0,130.0,745.0,112818.0,6310.0,70.37,29.899870947759652
18556,DNK,46682.515,5792203.0,194599.0,879.0,28.0,125.0,703.0,81703.0,7948.0,70.37,29.76481379657655
18557,DNK,46682.515,5792203.0,195353.0,754.0,14.0,124.0,725.0,79970.0,7144.0,70.37,29.64993115027668
18558,DNK,46682.515,5792203.0,195978.0,625.0,27.0,123.0,738.0,126297.0,2709.0,70.37,29.55537356233863
18559,DNK,46682.515,5792203.0,196632.0,654.0,20.0,119.0,684.0,123355.0,1957.0,70.37,29.45707209406404
18560,DNK,46682.515,5792203.0,197224.0,592.0,20.0,112.0,666.0,117103.0,4570.0,70.37,29.368651888208333
18561,DNK,46682.515,5792203.0,197892.0,668.0,21.0,113.0,611.0,138218.0,8349.0,70.37,29.26951569542983
18562,DNK,46682.515,5792203.0,198348.0,456.0,13.0,103.0,583.0,117412.0,19447.0,70.37,29.20222538165245
18563,DNK,46682.515,5792203.0,198779.0,431.0,22.0,102.0,541.0,83082.0,14187.0,70.37,29.13890803354479
18564,DNK,46682.515,5792203.0,199156.0,377.0,19.0,97.0,529.0,77443.0,13534.0,70.37,29.08374841832533
18565,DNK,46682.515,5792203.0,199644.0,488.0,20.0,94.0,544.0,126339.0,8625.0,70.37,29.01265753040412
18566,DNK,46682.515,5792203.0,200041.0,397.0,15.0,93.0,504.0,117986.0,5066.0,70.37,28.955079208762204
18567,DNK,46682.515,5792203.0,200466.0,425.0,10.0,90.0,482.0,114361.0,7732.0,70.37,28.893692696018277
18568,DNK,46682.515,5792203.0,201020.0,554.0,14.0,86.0,444.0,147157.0,12358.0,70.37,28.814063277285843
18569,DNK,46682.515,5792203.0,201458.0,438.0,17.0,82.0,405.0,131619.0,15058.0,70.37,28.75141716883916
18570,DNK,46682.515,5792203.0,201871.0,413.0,14.0,78.0,382.0,91119.0,7799.0,70.37,28.692595766603425
18571,DNK,46682.515,5792203.0,202307.0,436.0,1.0,76.0,378.0,78834.0,5552.0,70.37,28.630759192712066
18572,DNK,46682.515,5792203.0,202737.0,430.0,0.0,73.0,400.0,126977.0,9607.0,66.67,28.570034083566394
18573,DNK,46682.515,5792203.0,203104.0,367.0,28.0,74.0,371.0,117350.0,8475.0,66.67,28.518409287852528
18574,DNK,46682.515,5792203.0,203574.0,470.0,11.0,74.0,370.0,122153.0,7204.0,66.67,28.452567616689755
18575,DNK,46682.515,5792203.0,204052.0,478.0,14.0,69.0,357.0,151555.0,8118.0,66.67,28.38591633505185
18576,DNK,46682.515,5792203.0,204480.0,428.0,11.0,68.0,337.0,129955.0,19650.0,66.67,28.326501369327072
18577,DNK,46682.515,5792203.0,204754.0,274.0,4.0,64.0,308.0,89917.0,7530.0,66.67,28.288595094601327
18578,DNK,46682.515,5792203.0,205049.0,295.0,8.0,65.0,309.0,84813.0,6867.0,66.67,28.247896844168956
18579,DNK,46682.515,5792203.0,205486.0,437.0,9.0,68.0,315.0,129065.0,16985.0,66.67,28.1878230147066
18580,DNK,46682.515,5792203.0,205871.0,385.0,7.0,63.0,298.0,123022.0,14529.0,66.67,28.135108878861033
18581,DNK,46682.515,5792203.0,206285.0,414.0,8.0,57.0,280.0,123401.0,10925.0,66.67,28.07864362411227
18582,DNK,46682.515,5792203.0,206753.0,468.0,3.0,57.0,269.0,152551.0,11789.0,66.67,28.0150856335821
18583,DNK,46682.515,5792203.0,207305.0,552.0,8.0,51.0,264.0,128570.0,14874.0,66.67,27.940488651986204
18584,DNK,46682.515,5792203.0,207769.0,464.0,6.0,51.0,248.0,97561.0,11088.0,62.96,27.87809057174073
18585,DNK,46682.515,5792203.0,208265.0,496.0,5.0,53.0,248.0,96842.0,11148.0,62.96,27.81169663649677
18586,DNK,46682.515,5792203.0,208715.0,450.0,5.0,51.0,254.0,148201.0,14584.0,62.96,27.75173322473229
18587,DNK,46682.515,5792203.0,209244.0,529.0,0.0,48.0,247.0,139099.0,16350.0,62.96,27.68157270937279
18588,DNK,46682.515,5792203.0,209767.0,523.0,2.0,47.0,238.0,135658.0,15662.0,62.96,27.61255583576063
18589,DNK,46682.515,5792203.0,210370.0,603.0,6.0,45.0,235.0,166825.0,15079.0,62.96,27.533407805295433
18590,DNK,46682.515,5792203.0,210900.0,530.0,2.0,43.0,231.0,151690.0,36931.0,62.96,27.46421526789948
18591,DNK,46682.515,5792203.0,211420.0,520.0,5.0,44.0,217.0,120075.0,8139.0,62.96,27.39666540535427
18592,DNK,46682.515,5792203.0,211883.0,463.0,3.0,41.0,231.0,117926.0,12401.0,62.96,27.33679908251252
18593,DNK,46682.515,5792203.0,212380.0,497.0,4.0,44.0,243.0,166932.0,20789.0,60.19,27.272827008192863
18594,DNK,46682.515,5792203.0,212912.0,532.0,2.0,39.0,232.0,159348.0,17988.0,60.19,27.20468080709401
18595,DNK,46682.515,5792203.0,213486.0,574.0,3.0,34.0,225.0,154887.0,14017.0,60.19,27.13153555736676
18596,DNK,46682.515,5792203.0,214007.0,521.0,4.0,30.0,217.0,45029.0,19066.0,60.19,27.065483839313668
21855,EST,29481.252,1326539.0,26283.0,475.0,8.0,45.0,431.0,6632.0,309.0,55.56,50.47136932618042
21856,EST,29481.252,1326539.0,27256.0,973.0,5.0,40.0,409.0,5813.0,368.0,55.56,48.669614029938366
21857,EST,29481.252,1326539.0,27990.0,734.0,3.0,43.0,390.0,3558.0,1023.0,55.56,47.39331904251518
21858,EST,29481.252,1326539.0,28406.0,416.0,5.0,41.0,406.0,2330.0,580.0,55.56,46.699253678800254
21861,EST,29481.252,1326539.0,29521.0,390.0,7.0,46.0,403.0,3859.0,18.0,55.56,44.93543579147048
21862,EST,29481.252,1326539.0,29950.0,429.0,7.0,47.0,410.0,5563.0,653.0,55.56,44.29178631051753
21863,EST,29481.252,1326539.0,30667.0,717.0,3.0,50.0,403.0,7122.0,1821.0,55.56,43.256236345257115
21864,EST,29481.252,1326539.0,31751.0,1084.0,4.0,44.0,412.0,5656.0,1623.0,55.56,41.77944001763724
21865,EST,29481.252,1326539.0,32537.0,786.0,5.0,42.0,403.0,5391.0,1341.0,55.56,40.77016934566801
21866,EST,29481.252,1326539.0,33089.0,552.0,8.0,42.0,406.0,3884.0,2224.0,55.56,40.090029919308535
21867,EST,29481.252,1326539.0,33516.0,427.0,5.0,43.0,421.0,3545.0,552.0,55.56,39.579275569877076
21868,EST,29481.252,1326539.0,33805.0,289.0,4.0,43.0,417.0,3919.0,223.0,50.0,39.24091110782429
21869,EST,29481.252,1326539.0,34138.0,333.0,5.0,44.0,420.0,6848.0,924.0,50.0,38.85813463003105
21870,EST,29481.252,1326539.0,34991.0,853.0,9.0,44.0,402.0,5938.0,1585.0,50.0,37.9108627932897
21871,EST,29481.252,1326539.0,35621.0,630.0,10.0,44.0,401.0,4283.0,1398.0,50.0,37.24036383032481
21872,EST,29481.252,1326539.0,36096.0,475.0,5.0,44.0,394.0,4853.0,1798.0,50.0,36.7503047429078
21873,EST,29481.252,1326539.0,36691.0,595.0,4.0,44.0,409.0,3141.0,1282.0,50.0,36.15434302690033
21874,EST,29481.252,1326539.0,37079.0,388.0,5.0,45.0,436.0,2715.0,220.0,50.0,35.77601877073276
21875,EST,29481.252,1326539.0,37344.0,265.0,8.0,44.0,436.0,5265.0,96.0,44.44,35.52214545844045
21876,EST,29481.252,1326539.0,37941.0,597.0,11.0,46.0,415.0,5227.0,1040.0,44.44,34.96320603041565
21877,EST,29481.252,1326539.0,38544.0,603.0,5.0,45.0,409.0,5353.0,1163.0,44.44,34.416225612287256
21878,EST,29481.252,1326539.0,39212.0,668.0,5.0,46.0,418.0,4711.0,1507.0,44.44,33.82992451290421
21879,EST,29481.252,1326539.0,39701.0,489.0,4.0,45.0,413.0,5012.0,2211.0,44.44,33.41323896123523
21880,EST,29481.252,1326539.0,40184.0,483.0,10.0,45.0,431.0,4630.0,1508.0,44.44,33.011621540911804
21881,EST,29481.252,1326539.0,40716.0,532.0,8.0,45.0,436.0,3171.0,260.0,44.44,32.58028784752923
21882,EST,29481.252,1326539.0,40975.0,259.0,7.0,41.0,431.0,4933.0,162.0,44.44,32.374350213544844
21883,EST,29481.252,1326539.0,41330.0,355.0,9.0,39.0,415.0,6162.0,1054.0,44.44,32.096273893055894
21884,EST,29481.252,1326539.0,41966.0,636.0,6.0,41.0,409.0,5542.0,2414.0,44.44,31.6098508316256
21885,EST,29481.252,1326539.0,42656.0,690.0,8.0,43.0,431.0,6225.0,2035.0,44.44,31.098532445611404
21886,EST,29481.252,1326539.0,43343.0,687.0,3.0,42.0,431.0,4659.0,2390.0,42.59,30.6056110559952
21887,EST,29481.252,1326539.0,43747.0,404.0,2.0,37.0,442.0,3754.0,3211.0,42.59,30.322970717992092
21888,EST,29481.252,1326539.0,44208.0,461.0,8.0,38.0,448.0,3186.0,825.0,42.59,30.006763481722764
21889,EST,29481.252,1326539.0,44575.0,367.0,3.0,31.0,445.0,4382.0,539.0,42.59,29.759708356702188
21890,EST,29481.252,1326539.0,44978.0,403.0,2.0,32.0,446.0,6007.0,1623.0,42.59,29.493063275379075
21891,EST,29481.252,1326539.0,45663.0,685.0,9.0,33.0,458.0,5233.0,2783.0,41.67,29.05063180255349
21892,EST,29481.252,1326539.0,46334.0,671.0,10.0,36.0,469.0,5296.0,3194.0,41.67,28.6299261881124
21893,EST,29481.252,1326539.0,46925.0,591.0,4.0,33.0,464.0,5613.0,3604.0,41.67,28.269344698987748
21894,EST,29481.252,1326539.0,47512.0,587.0,9.0,33.0,468.0,4071.0,3070.0,41.67,27.920083347364876
21895,EST,29481.252,1326539.0,47928.0,416.0,5.0,31.0,478.0,3093.0,556.0,41.67,27.677745785344683
21896,EST,29481.252,1326539.0,48267.0,339.0,5.0,31.0,476.0,5244.0,57.0,41.67,27.48335301551785
21899,EST,29481.252,1326539.0,50280.0,675.0,3.0,31.0,462.0,5343.0,3496.0,41.67,26.383035003977724
21900,EST,29481.252,1326539.0,50993.0,713.0,6.0,34.0,466.0,5310.0,4041.0,41.67,26.014139195575865
21901,EST,29481.252,1326539.0,51749.0,756.0,5.0,36.0,490.0,4975.0,2348.0,41.67,25.634099209646564
21902,EST,29481.252,1326539.0,52416.0,667.0,4.0,36.0,501.0,3052.0,290.0,41.67,25.307902167277167
21903,EST,29481.252,1326539.0,52827.0,411.0,6.0,35.0,502.0,5730.0,61.0,41.67,25.111003842731936
21904,EST,29481.252,1326539.0,53444.0,617.0,7.0,35.0,510.0,6350.0,816.0,41.67,24.821102462390538
21905,EST,29481.252,1326539.0,54300.0,856.0,2.0,35.0,498.0,8516.0,2409.0,41.67,24.429815837937387
21906,EST,29481.252,1326539.0,55295.0,995.0,4.0,37.0,504.0,6380.0,4353.0,41.67,23.990216113572657
21907,EST,29481.252,1326539.0,56246.0,951.0,4.0,38.0,493.0,5698.0,6295.0,41.67,23.584592682146287
21908,EST,29481.252,1326539.0,57033.0,787.0,10.0,36.0,503.0,4589.0,4777.0,41.67,23.25914821243841
21909,EST,29481.252,1326539.0,57616.0,583.0,7.0,41.0,521.0,5780.0,810.0,41.67,23.023795473479588
21910,EST,29481.252,1326539.0,58445.0,829.0,5.0,44.0,493.0,6534.0,833.0,41.67,22.697219608178628
21911,EST,29481.252,1326539.0,59407.0,962.0,13.0,39.0,470.0,5921.0,2995.0,41.67,22.329674954129985
21912,EST,29481.252,1326539.0,60475.0,1068.0,4.0,41.0,499.0,4937.0,4730.0,41.67,21.935328648201736
21913,EST,29481.252,1326539.0,61627.0,1152.0,10.0,43.0,505.0,6411.0,465.0,41.67,21.5252892401058
21918,EST,29481.252,1326539.0,67739.0,1111.0,7.0,48.0,566.0,8297.0,3467.0,41.67,19.583090981561583
21921,EST,29481.252,1326539.0,72144.0,1534.0,14.0,57.0,589.0,7522.0,7656.0,41.67,18.38737802173431
24297,FIN,40585.721,5540718.0,37218.0,299.0,11.0,25.0,188.0,14981.0,1841.0,52.31,148.87199742060292
24300,FIN,40585.721,5540718.0,38068.0,296.0,2.0,29.0,176.0,13740.0,2980.0,52.31,145.54791425869496
24304,FIN,40585.721,5540718.0,39011.0,221.0,5.0,30.0,158.0,14430.0,3421.0,52.31,142.0296326677091
24305,FIN,40585.721,5540718.0,39335.0,324.0,0.0,28.0,150.0,12971.0,5509.0,52.31,140.85974323121903
24306,FIN,40585.721,5540718.0,39593.0,258.0,14.0,29.0,155.0,10759.0,9907.0,52.31,139.9418584093148
24307,FIN,40585.721,5540718.0,39911.0,318.0,2.0,28.0,145.0,11189.0,10110.0,52.31,138.82683971837338
24311,FIN,40585.721,5540718.0,40722.0,217.0,3.0,24.0,141.0,16872.0,1256.0,52.31,136.0620303521438
24312,FIN,40585.721,5540718.0,41166.0,444.0,11.0,27.0,146.0,15794.0,6237.0,52.31,134.5945197493077
